orderID,year,offence_type,offence_group,gender,source,target,value,,,,,,Gender
0,0,Juveniles,0,0,First time offenders,Community sentence,23,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,668,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,239,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,17,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,360,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,766,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,55,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,9,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,301,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,324,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,32,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,122,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,19,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,8,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,58,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,998,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,626,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,105,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,334,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,11,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,701,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,32,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,71,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,198,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,33,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,13,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,55,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,14,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,32,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,145,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,57,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,288,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,46,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,47,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,38,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,46,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,332,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,167,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,112,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,67,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,12,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,22,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,8,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,54,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,18,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,6,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,25,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,9,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,8,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,16,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,9,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,12,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,10,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,20,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,22,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,33,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,8,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,6,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,12,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,33,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,5,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,12,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,9,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,21,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,11,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,23,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,28,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,11,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,35,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,5,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,27,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,5,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,9,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,15,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,42,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,13,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,20,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,16,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,36,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,14,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,6,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,10,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,50,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,12,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,5,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,22,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,9,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,5,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,19,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,12,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,16,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,6,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,44,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,9,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,18,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,10,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,17,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,11,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,26,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,47,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,11,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,18,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,5,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,7,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,5,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,11,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,16,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,4,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,6,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,2,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,59,,,,,,
0,0,Adults,0,0,First time offenders,Community sentence,20,,,,,,
0,0,Juveniles,0,0,First time offenders,Community sentence,1,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,555,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,229,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,289,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,68,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,38,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,753,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,1061,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,51,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,416,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,380,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,705,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,361,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,178,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,310,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,1593,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,527,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,220,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,659,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,983,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,623,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,408,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,279,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,375,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,937,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,274,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,285,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,42,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,291,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,585,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,212,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,34,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,317,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,83,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,42,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,1278,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,792,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,712,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,31,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,332,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,317,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,203,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,760,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,453,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,375,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,451,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,661,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,353,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,44,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,668,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,338,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,546,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,394,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,283,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,559,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,315,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,478,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,427,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,483,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,181,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,482,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,181,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,35,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,463,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,769,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,214,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,891,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,73,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,52,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,285,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,269,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,241,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,276,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,605,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,259,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,366,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,478,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,327,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,769,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,38,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,38,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,40,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,238,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,367,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,34,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,168,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,695,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,65,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,464,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,35,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,730,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,1025,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,234,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,533,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,228,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,322,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,244,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,118,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,175,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,137,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,108,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,526,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,317,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,142,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,467,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,800,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,253,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,661,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,24,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,724,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,320,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,790,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,334,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,321,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,987,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,522,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,827,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,274,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,234,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,41,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,182,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,387,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,249,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,20,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,213,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,879,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,419,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,302,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,44,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,306,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,147,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,540,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,275,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,93,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,192,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,92,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,345,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,273,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,153,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,18,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,149,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,152,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,8,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,6,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,34,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,100,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,8,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,159,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,305,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,4,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,263,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,110,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,21,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,13,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,34,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,9,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,120,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,225,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,227,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,155,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,284,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,7,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,15,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,107,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,29,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,215,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,287,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,42,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,188,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,337,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,128,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,270,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,6,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,297,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,3,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,15,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,16,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,266,,,,,,
0,0,Adults,0,0,First time offenders,Suspended sentence,103,,,,,,
